year,state_po,state,state_fips,district,district_code,totalvotes,total_candidatevotes
1998,IL,ILLINOIS,17,7,IL-07,140968,140968
2000,IL,ILLINOIS,17,7,IL-07,191027,191027
2002,IL,ILLINOIS,17,7,IL-07,165756,165756
2004,IL,ILLINOIS,17,7,IL-07,256736,256736
2006,IL,ILLINOIS,17,7,IL-07,165011,165011
2008,IL,ILLINOIS,17,7,IL-07,276817,276817
2010,IL,ILLINOIS,17,7,IL-07,183849,183849
2012,IL,ILLINOIS,17,7,IL-07,286435,286435
2014,IL,ILLINOIS,17,7,IL-07,182278,182278
2016,IL,ILLINOIS,17,7,IL-07,297466,297466
2018,IL,ILLINOIS,17,7,IL-07,246243,246243
2020,IL,ILLINOIS,17,7,IL-07,310128,310128
2022,IL,ILLINOIS,17,7,IL-07,167746,167746
2024,IL,ILLINOIS,17,7,IL-07,267152,267152
1976,IL,ILLINOIS,17,8,IL-08,131107,131107
1978,IL,ILLINOIS,17,8,IL-08,94762,94762
1980,IL,ILLINOIS,17,8,IL-08,116373,116373
1982,IL,ILLINOIS,17,8,IL-08,148985,148985
1984,IL,ILLINOIS,17,8,IL-08,160417,160417
1986,IL,ILLINOIS,17,8,IL-08,105256,105256
1988,IL,ILLINOIS,17,8,IL-08,144324,144324
1990,IL,ILLINOIS,17,8,IL-08,88680,88680
1992,IL,ILLINOIS,17,8,IL-08,238633,238633
1994,IL,ILLINOIS,17,8,IL-08,135879,135879
1996,IL,ILLINOIS,17,8,IL-08,205305,205305
1998,IL,ILLINOIS,17,8,IL-08,151856,151856
2000,IL,ILLINOIS,17,8,IL-08,232695,232695
2002,IL,ILLINOIS,17,8,IL-08,165926,165926
2004,IL,ILLINOIS,17,8,IL-08,270393,270393
2006,IL,ILLINOIS,17,8,IL-08,183394,183394
2008,IL,ILLINOIS,17,8,IL-08,295525,295525
2010,IL,ILLINOIS,17,8,IL-08,202435,202435
2012,IL,ILLINOIS,17,8,IL-08,225066,225066
2014,IL,ILLINOIS,17,8,IL-08,151056,151056
2016,IL,ILLINOIS,17,8,IL-08,248571,248571
2018,IL,ILLINOIS,17,8,IL-08,197127,197127
2020,IL,ILLINOIS,17,8,IL-08,254578,254578
2022,IL,ILLINOIS,17,8,IL-08,207215,207215
2024,IL,ILLINOIS,17,8,IL-08,303073,303073
1976,IL,ILLINOIS,17,9,IL-09,168983,168983
1978,IL,ILLINOIS,17,9,IL-09,116217,116217
1980,IL,ILLINOIS,17,9,IL-09,145788,145788
1982,IL,ILLINOIS,17,9,IL-09,171529,171529
1984,IL,ILLINOIS,17,9,IL-09,214495,214495
1986,IL,ILLINOIS,17,9,IL-09,129453,129453
1988,IL,ILLINOIS,17,9,IL-09,205187,205187
1990,IL,ILLINOIS,17,9,IL-09,135588,135588
1992,IL,ILLINOIS,17,9,IL-09,239703,239703
1994,IL,ILLINOIS,17,9,IL-09,142823,142823
1996,IL,ILLINOIS,17,9,IL-09,196082,196082
1998,IL,ILLINOIS,17,9,IL-09,144610,144610
2000,IL,ILLINOIS,17,9,IL-09,192346,192346
2002,IL,ILLINOIS,17,9,IL-09,168836,168836
2004,IL,ILLINOIS,17,9,IL-09,231417,231417
2006,IL,ILLINOIS,17,9,IL-09,164713,164713
2008,IL,ILLINOIS,17,9,IL-09,243694,243694
2010,IL,ILLINOIS,17,9,IL-09,177207,177207
2012,IL,ILLINOIS,17,9,IL-09,293807,293807
2014,IL,ILLINOIS,17,9,IL-09,213450,213450
2016,IL,ILLINOIS,17,9,IL-09,326948,326948
2018,IL,ILLINOIS,17,9,IL-09,290351,290351
2020,IL,ILLINOIS,17,9,IL-09,369170,369170
2022,IL,ILLINOIS,17,9,IL-09,250530,250530
2024,IL,ILLINOIS,17,9,IL-09,338828,338828
1976,IL,ILLINOIS,17,10,IL-10,213414,213414
1978,IL,ILLINOIS,17,10,IL-10,178309,178309
1980,IL,ILLINOIS,17,10,IL-10,226733,226733
1982,IL,ILLINOIS,17,10,IL-10,153868,153868
1984,IL,ILLINOIS,17,10,IL-10,211140,211140
1986,IL,ILLINOIS,17,10,IL-10,116520,116520
1988,IL,ILLINOIS,17,10,IL-10,218706,218706
1990,IL,ILLINOIS,17,10,IL-10,153599,153599
1992,IL,ILLINOIS,17,10,IL-10,240630,240630
1994,IL,ILLINOIS,17,10,IL-10,153075,153075
1996,IL,ILLINOIS,17,10,IL-10,210773,210773
1998,IL,ILLINOIS,17,10,IL-10,138429,138429
2000,IL,ILLINOIS,17,10,IL-10,237506,237506
2002,IL,ILLINOIS,17,10,IL-10,186911,186911
2004,IL,ILLINOIS,17,10,IL-10,276711,276711
2006,IL,ILLINOIS,17,10,IL-10,202208,202208
2008,IL,ILLINOIS,17,10,IL-10,291258,291258
2010,IL,ILLINOIS,17,10,IL-10,215232,215232
2012,IL,ILLINOIS,17,10,IL-10,264454,264454
2014,IL,ILLINOIS,17,10,IL-10,187128,187128
2016,IL,ILLINOIS,17,10,IL-10,285996,285996
2018,IL,ILLINOIS,17,10,IL-10,238664,238664
2020,IL,ILLINOIS,17,10,IL-10,316874,316874
2022,IL,ILLINOIS,17,10,IL-10,242165,242165
2024,IL,ILLINOIS,17,10,IL-10,327621,327621
1976,IL,ILLINOIS,17,11,IL-11,201440,201440
1978,IL,ILLINOIS,17,11,IL-11,152412,152412
1980,IL,ILLINOIS,17,11,IL-11,173587,173587
1982,IL,ILLINOIS,17,11,IL-11,185722,185722
1984,IL,ILLINOIS,17,11,IL-11,220690,220690
1986,IL,ILLINOIS,17,11,IL-11,151311,151311
1988,IL,ILLINOIS,17,11,IL-11,204242,204242
1990,IL,ILLINOIS,17,11,IL-11,154245,154245
1992,IL,ILLINOIS,17,11,IL-11,243247,243247
1994,IL,ILLINOIS,17,11,IL-11,160395,160395
1996,IL,ILLINOIS,17,11,IL-11,212284,212284
1998,IL,ILLINOIS,17,11,IL-11,171055,171055
2000,IL,ILLINOIS,17,11,IL-11,234869,234869
2002,IL,ILLINOIS,17,11,IL-11,193085,193085
2004,IL,ILLINOIS,17,11,IL-11,294960,294960
2006,IL,ILLINOIS,17,11,IL-11,197855,197855
2008,IL,ILLINOIS,17,11,IL-11,317895,317895
2010,IL,ILLINOIS,17,11,IL-11,225127,225127
2012,IL,ILLINOIS,17,11,IL-11,254295,254295
2014,IL,ILLINOIS,17,11,IL-11,174772,174772
2016,IL,ILLINOIS,17,11,IL-11,275573,275573
2018,IL,ILLINOIS,17,11,IL-11,227765,227765
2020,IL,ILLINOIS,17,11,IL-11,307377,307377
2022,IL,ILLINOIS,17,11,IL-11,264241,264241
2024,IL,ILLINOIS,17,11,IL-11,359684,359684
1976,IL,ILLINOIS,17,12,IL-12,208553,208553
1978,IL,ILLINOIS,17,12,IL-12,138935,138935
1980,IL,ILLINOIS,17,12,IL-12,249818,249818
1982,IL,ILLINOIS,17,12,IL-12,130701,130701
1984,IL,ILLINOIS,17,12,IL-12,205119,205119
1986,IL,ILLINOIS,17,12,IL-12,114580,114580
1988,IL,ILLINOIS,17,12,IL-12,220682,220682
1990,IL,ILLINOIS,17,12,IL-12,137531,137531
1992,IL,ILLINOIS,17,12,IL-12,236877,236877
1994,IL,ILLINOIS,17,12,IL-12,153810,153810
1996,IL,ILLINOIS,17,12,IL-12,209519,209519
1998,IL,ILLINOIS,17,12,IL-12,165014,165014
2000,IL,ILLINOIS,17,12,IL-12,183257,183257
2002,IL,ILLINOIS,17,12,IL-12,190020,190020
2004,IL,ILLINOIS,17,12,IL-12,286435,286435
2006,IL,ILLINOIS,17,12,IL-12,157291,157291
2008,IL,ILLINOIS,17,12,IL-12,298181,298181
2010,IL,ILLINOIS,17,12,IL-12,202705,202705
2012,IL,ILLINOIS,17,12,IL-12,303949,303949
2014,IL,ILLINOIS,17,12,IL-12,209738,209738
2016,IL,ILLINOIS,17,12,IL-12,313002,313002
2018,IL,ILLINOIS,17,12,IL-12,261543,261543
2020,IL,ILLINOIS,17,12,IL-12,322416,322416
2022,IL,ILLINOIS,17,12,IL-12,291171,291171
2024,IL,ILLINOIS,17,12,IL-12,367629,367629
1976,IL,ILLINOIS,17,13,IL-13,164266,164266
1978,IL,ILLINOIS,17,13,IL-13,104738,104738
1980,IL,ILLINOIS,17,13,IL-13,183458,183458
1982,IL,ILLINOIS,17,13,IL-13,162530,162530
1984,IL,ILLINOIS,17,13,IL-13,235234,235234
1986,IL,ILLINOIS,17,13,IL-13,146101,146101
1988,IL,ILLINOIS,17,13,IL-13,249416,249416
1990,IL,ILLINOIS,17,13,IL-13,176353,176353
1992,IL,ILLINOIS,17,13,IL-13,262255,262255
1994,IL,ILLINOIS,17,13,IL-13,170021,170021
1996,IL,ILLINOIS,17,13,IL-13,236344,236344
1998,IL,ILLINOIS,17,13,IL-13,199767,199767
2000,IL,ILLINOIS,17,13,IL-13,292018,292018
2002,IL,ILLINOIS,17,13,IL-13,198615,198615
2004,IL,ILLINOIS,17,13,IL-13,308312,308312
2006,IL,ILLINOIS,17,13,IL-13,205234,205234
2008,IL,ILLINOIS,17,13,IL-13,337771,337771
2010,IL,ILLINOIS,17,13,IL-13,238413,238413
2012,IL,ILLINOIS,17,13,IL-13,294385,294385
2014,IL,ILLINOIS,17,13,IL-13,210272,210272
2016,IL,ILLINOIS,17,13,IL-13,314394,314394
2018,IL,ILLINOIS,17,13,IL-13,270981,270981
2020,IL,ILLINOIS,17,13,IL-13,333021,333021
2022,IL,ILLINOIS,17,13,IL-13,250450,250450
2024,IL,ILLINOIS,17,13,IL-13,329500,329500
1976,IL,ILLINOIS,17,14,IL-14,236588,236588
1978,IL,ILLINOIS,17,14,IL-14,158179,158179
1980,IL,ILLINOIS,17,14,IL-14,263828,263828
1982,IL,ILLINOIS,17,14,IL-14,152180,152180
1984,IL,ILLINOIS,17,14,IL-14,218738,218738
1986,IL,ILLINOIS,17,14,IL-14,147581,147581
1988,IL,ILLINOIS,17,14,IL-14,218628,218628
1990,IL,ILLINOIS,17,14,IL-14,167975,167975
1992,IL,ILLINOIS,17,14,IL-14,230624,230624
1994,IL,ILLINOIS,17,14,IL-14,144095,144095
1996,IL,ILLINOIS,17,14,IL-14,208764,208764
1998,IL,ILLINOIS,17,14,IL-14,168148,168148
2000,IL,ILLINOIS,17,14,IL-14,254909,254909
2002,IL,ILLINOIS,17,14,IL-14,182363,182363
2004,IL,ILLINOIS,17,14,IL-14,279208,279208
2006,IL,ILLINOIS,17,14,IL-14,197144,197144
2008,IL,ILLINOIS,17,14,IL-14,321057,321057
2010,IL,ILLINOIS,17,14,IL-14,219013,219013
2012,IL,ILLINOIS,17,14,IL-14,301954,301954
2014,IL,ILLINOIS,17,14,IL-14,222230,222230
2016,IL,ILLINOIS,17,14,IL-14,338097,338097
2018,IL,ILLINOIS,17,14,IL-14,297199,297199
2020,IL,ILLINOIS,17,14,IL-14,401052,401052
2022,IL,ILLINOIS,17,14,IL-14,236600,236600
2024,IL,ILLINOIS,17,14,IL-14,332929,332929
1976,IL,ILLINOIS,17,15,IL-15,190231,190231
1978,IL,ILLINOIS,17,15,IL-15,129612,129612
1980,IL,ILLINOIS,17,15,IL-15,196619,196619
1982,IL,ILLINOIS,17,15,IL-15,158344,158344
1984,IL,ILLINOIS,17,15,IL-15,203613,203613
1986,IL,ILLINOIS,17,15,IL-15,115284,115284
1988,IL,ILLINOIS,17,15,IL-15,195431,195431
1990,IL,ILLINOIS,17,15,IL-15,119822,119822
1992,IL,ILLINOIS,17,15,IL-15,239586,239586
1994,IL,ILLINOIS,17,15,IL-15,159731,159731
1996,IL,ILLINOIS,17,15,IL-15,211084,211084
1998,IL,ILLINOIS,17,15,IL-15,169309,169309
2000,IL,ILLINOIS,17,15,IL-15,236622,236622
2002,IL,ILLINOIS,17,15,IL-15,206617,206617
2004,IL,ILLINOIS,17,15,IL-15,291739,291739
2006,IL,ILLINOIS,17,15,IL-15,202835,202835
2008,IL,ILLINOIS,17,15,IL-15,291514,291514
2010,IL,ILLINOIS,17,15,IL-15,212863,212863
2012,IL,ILLINOIS,17,15,IL-15,299937,299937
2014,IL,ILLINOIS,17,15,IL-15,221926,221926
2016,IL,ILLINOIS,17,15,IL-15,274554,274554
2018,IL,ILLINOIS,17,15,IL-15,255608,255608
2020,IL,ILLINOIS,17,15,IL-15,333506,333506
2022,IL,ILLINOIS,17,15,IL-15,299403,299403
2024,IL,ILLINOIS,17,15,IL-15,310234,310234
1976,IL,ILLINOIS,17,16,IL-16,168328,168328
1978,IL,ILLINOIS,17,16,IL-16,117309,117309
1980,IL,ILLINOIS,17,16,IL-16,197147,197147
1982,IL,ILLINOIS,17,16,IL-16,156287,156287
1984,IL,ILLINOIS,17,16,IL-16,218538,218538
1986,IL,ILLINOIS,17,16,IL-16,139069,139069
1988,IL,ILLINOIS,17,16,IL-16,200796,200796
1990,IL,ILLINOIS,17,16,IL-16,152166,152166
1992,IL,ILLINOIS,17,16,IL-16,255943,255943
1994,IL,ILLINOIS,17,16,IL-16,165974,165974
1996,IL,ILLINOIS,17,16,IL-16,228100,228100
1998,IL,ILLINOIS,17,16,IL-16,143686,143686
2000,IL,ILLINOIS,17,16,IL-16,267005,267005
2002,IL,ILLINOIS,17,16,IL-16,188827,188827
2004,IL,ILLINOIS,17,16,IL-16,295806,295806
2006,IL,ILLINOIS,17,16,IL-16,197493,197493
2008,IL,ILLINOIS,17,16,IL-16,312220,312220
2010,IL,ILLINOIS,17,16,IL-16,212761,212761
2012,IL,ILLINOIS,17,16,IL-16,294090,294090
2014,IL,ILLINOIS,17,16,IL-16,217198,217198
2016,IL,ILLINOIS,17,16,IL-16,259853,259853
2018,IL,ILLINOIS,17,16,IL-16,255825,255825
2020,IL,ILLINOIS,17,16,IL-16,338159,338159
2022,IL,ILLINOIS,17,16,IL-16,297946,297946
2024,IL,ILLINOIS,17,16,IL-16,311108,311108
1976,IL,ILLINOIS,17,17,IL-17,194365,194365
1978,IL,ILLINOIS,17,17,IL-17,133635,133635
1980,IL,ILLINOIS,17,17,IL-17,191111,191111
1982,IL,ILLINOIS,17,17,IL-17,178887,178887
1984,IL,ILLINOIS,17,17,IL-17,226345,226345
1986,IL,ILLINOIS,17,17,IL-17,153543,153543
1988,IL,ILLINOIS,17,17,IL-17,203690,203690
1990,IL,ILLINOIS,17,17,IL-17,153442,153442
1992,IL,ILLINOIS,17,17,IL-17,259952,259952
1994,IL,ILLINOIS,17,17,IL-17,174783,174783
1996,IL,ILLINOIS,17,17,IL-17,231173,231173
1998,IL,ILLINOIS,17,17,IL-17,194200,194200
2000,IL,ILLINOIS,17,17,IL-17,241347,241347
2002,IL,ILLINOIS,17,17,IL-17,203612,203612
2004,IL,ILLINOIS,17,17,IL-17,284000,284000
2006,IL,ILLINOIS,17,17,IL-17,201186,201186
2008,IL,ILLINOIS,17,17,IL-17,221478,221478
2010,IL,ILLINOIS,17,17,IL-17,198898,198898
2012,IL,ILLINOIS,17,17,IL-17,288161,288161
2014,IL,ILLINOIS,17,17,IL-17,199361,199361
2016,IL,ILLINOIS,17,17,IL-17,287068,287068
2018,IL,ILLINOIS,17,17,IL-17,229749,229749
2020,IL,ILLINOIS,17,17,IL-17,299895,299895
2022,IL,ILLINOIS,17,17,IL-17,233123,233123
2024,IL,ILLINOIS,17,17,IL-17,312828,312828
1976,IL,ILLINOIS,17,18,IL-18,187130,187130
1978,IL,ILLINOIS,17,18,IL-18,130514,130514
1980,IL,ILLINOIS,17,18,IL-18,202043,202043
1982,IL,ILLINOIS,17,18,IL-18,188694,188694
1984,IL,ILLINOIS,17,18,IL-18,223106,223106
1986,IL,ILLINOIS,17,18,IL-18,150639,150639
1988,IL,ILLINOIS,17,18,IL-18,209221,209221
1990,IL,ILLINOIS,17,18,IL-18,107370,107370
1992,IL,ILLINOIS,17,18,IL-18,270976,270976
1994,IL,ILLINOIS,17,18,IL-18,199125,199125
1996,IL,ILLINOIS,17,18,IL-18,241523,241523
1998,IL,ILLINOIS,17,18,IL-18,158177,158177
2000,IL,ILLINOIS,17,18,IL-18,259023,259023
2002,IL,ILLINOIS,17,18,IL-18,192567,192567
2004,IL,ILLINOIS,17,18,IL-18,307595,307595
2006,IL,ILLINOIS,17,18,IL-18,223246,223246
2008,IL,ILLINOIS,17,18,IL-18,310088,310088
2010,IL,ILLINOIS,17,18,IL-18,221170,221170
2012,IL,ILLINOIS,17,18,IL-18,329631,329631
2014,IL,ILLINOIS,17,18,IL-18,246740,246740
2016,IL,ILLINOIS,17,18,IL-18,347283,347283
2018,IL,ILLINOIS,17,18,IL-18,291413,291413
2020,IL,ILLINOIS,17,18,IL-18,371879,371879
1976,IL,ILLINOIS,17,19,IL-19,193539,193539
1978,IL,ILLINOIS,17,19,IL-19,89790,89790
1980,IL,ILLINOIS,17,19,IL-19,194369,194369
1982,IL,ILLINOIS,17,19,IL-19,182064,182064
1984,IL,ILLINOIS,17,19,IL-19,225103,225103
1986,IL,ILLINOIS,17,19,IL-19,167291,167291
1988,IL,ILLINOIS,17,19,IL-19,206870,206870
1990,IL,ILLINOIS,17,19,IL-19,171888,171888
1992,IL,ILLINOIS,17,19,IL-19,270685,270685
1994,IL,ILLINOIS,17,19,IL-19,197040,197040
1996,IL,ILLINOIS,17,19,IL-19,237955,237955
1998,IL,ILLINOIS,17,19,IL-19,210044,210044
2000,IL,ILLINOIS,17,19,IL-19,240238,240238
2002,IL,ILLINOIS,17,19,IL-19,244473,244473
2004,IL,ILLINOIS,17,19,IL-19,307754,307754
2006,IL,ILLINOIS,17,19,IL-19,236352,236352
2008,IL,ILLINOIS,17,19,IL-19,315589,315589
2010,IL,ILLINOIS,17,19,IL-19,233298,233298
1976,IL,ILLINOIS,17,20,IL-20,215857,215857
1978,IL,ILLINOIS,17,20,IL-20,159480,159480
1980,IL,ILLINOIS,17,20,IL-20,220377,220377
1982,IL,ILLINOIS,17,20,IL-20,200109,200109
1984,IL,ILLINOIS,17,20,IL-20,236821,236821
1986,IL,ILLINOIS,17,20,IL-20,185847,185847
1988,IL,ILLINOIS,17,20,IL-20,222644,222644
1990,IL,ILLINOIS,17,20,IL-20,196547,196547
1992,IL,ILLINOIS,17,20,IL-20,274088,274088
1994,IL,ILLINOIS,17,20,IL-20,196998,196998
1996,IL,ILLINOIS,17,20,IL-20,240618,240618
1998,IL,ILLINOIS,17,20,IL-20,197578,197578
2000,IL,ILLINOIS,17,20,IL-20,255775,255775
1976,IL,ILLINOIS,17,21,IL-21,184035,184035
1978,IL,ILLINOIS,17,21,IL-21,124527,124527
1980,IL,ILLINOIS,17,21,IL-21,195662,195662
1982,IL,ILLINOIS,17,21,IL-21,140608,140608
1984,IL,ILLINOIS,17,21,IL-21,211194,211194
1986,IL,ILLINOIS,17,21,IL-21,130501,130501
1988,IL,ILLINOIS,17,21,IL-21,201221,201221
1990,IL,ILLINOIS,17,21,IL-21,144157,144157
1976,IL,ILLINOIS,17,22,IL-22,210289,210289
1978,IL,ILLINOIS,17,22,IL-22,159383,159383
1980,IL,ILLINOIS,17,22,IL-22,212079,212079
1982,IL,ILLINOIS,17,22,IL-22,186972,186972
1984,IL,ILLINOIS,17,22,IL-22,232728,232728
1986,IL,ILLINOIS,17,22,IL-22,183318,183318
1988,IL,ILLINOIS,17,22,IL-22,214854,214854
1990,IL,ILLINOIS,17,22,IL-22,165321,165321
1976,IL,ILLINOIS,17,23,IL-23,162938,162938
1978,IL,ILLINOIS,17,23,IL-23,100105,100105
1980,IL,ILLINOIS,17,23,IL-23,167430,167430
1976,IL,ILLINOIS,17,24,IL-24,226110,226110
1978,IL,ILLINOIS,17,24,IL-24,168061,168061
1980,IL,ILLINOIS,17,24,IL-24,228296,228296
1976,IN,INDIANA,18,1,IN-01,169911,169911
1978,IN,INDIANA,18,1,IN-01,90170,90170
1980,IN,INDIANA,18,1,IN-01,155553,155553
1982,IN,INDIANA,18,1,IN-01,155096,155096
1984,IN,INDIANA,18,1,IN-01,207964,207964
1986,IN,INDIANA,18,1,IN-01,118441,118441
1988,IN,INDIANA,18,1,IN-01,179327,179327
1990,IN,INDIANA,18,1,IN-01,104370,104370
1992,IN,INDIANA,18,1,IN-01,211824,211824
1994,IN,INDIANA,18,1,IN-01,121532,121532
1996,IN,INDIANA,18,1,IN-01,193113,193113
1998,IN,INDIANA,18,1,IN-01,127754,127754
2000,IN,INDIANA,18,1,IN-01,207790,207790
2002,IN,INDIANA,18,1,IN-01,135111,135111
2004,IN,INDIANA,18,1,IN-01,261264,261264
2006,IN,INDIANA,18,1,IN-01,149607,149607
2008,IN,INDIANA,18,1,IN-01,282022,282022
2010,IN,INDIANA,18,1,IN-01,169707,169707
2012,IN,INDIANA,18,1,IN-01,279034,279034
2014,IN,INDIANA,18,1,IN-01,142293,142293
2016,IN,INDIANA,18,1,IN-01,254583,254583
2018,IN,INDIANA,18,1,IN-01,245209,245209
2020,IN,INDIANA,18,1,IN-01,326948,326948
2022,IN,INDIANA,18,1,IN-01,213207,213207
2024,IN,INDIANA,18,1,IN-01,322723,322723
1976,IN,INDIANA,18,2,IN-02,214845,214845
1978,IN,INDIANA,18,2,IN-02,145778,145778
1980,IN,INDIANA,18,2,IN-02,226283,226283
1982,IN,INDIANA,18,2,IN-02,190891,190891
1984,IN,INDIANA,18,2,IN-02,222663,222663
1986,IN,INDIANA,18,2,IN-02,165625,165625
1988,IN,INDIANA,18,2,IN-02,219761,219761
1990,IN,INDIANA,18,2,IN-02,157475,157475
1992,IN,INDIANA,18,2,IN-02,229295,229295
1994,IN,INDIANA,18,2,IN-02,171833,171833
1996,IN,INDIANA,18,2,IN-02,212883,212883
1998,IN,INDIANA,18,2,IN-02,164296,164296
2000,IN,INDIANA,18,2,IN-02,208407,208407
2002,IN,INDIANA,18,2,IN-02,188458,188452
2004,IN,INDIANA,18,2,IN-02,259355,259355
2006,IN,INDIANA,18,2,IN-02,191861,191861
2008,IN,INDIANA,18,2,IN-02,279346,279346
2010,IN,INDIANA,18,2,IN-02,189591,189591
2012,IN,INDIANA,18,2,IN-02,273475,273475
2014,IN,INDIANA,18,2,IN-02,145200,145200
2016,IN,INDIANA,18,2,IN-02,277357,277357
2018,IN,INDIANA,18,2,IN-02,228889,228889
2020,IN,INDIANA,18,2,IN-02,298568,298568
2022,IN,INDIANA,18,2,IN-02,194073,194073
2024,IN,INDIANA,18,2,IN-02,294618,294618
1976,IN,INDIANA,18,3,IN-03,178871,178871
1978,IN,INDIANA,18,3,IN-03,115862,115862
1980,IN,INDIANA,18,3,IN-03,189108,189108
1982,IN,INDIANA,18,3,IN-03,170004,170004
1984,IN,INDIANA,18,3,IN-03,219752,219752
1986,IN,INDIANA,18,3,IN-03,152509,152509
1988,IN,INDIANA,18,3,IN-03,214243,214243
1990,IN,INDIANA,18,3,IN-03,158651,158651
1992,IN,INDIANA,18,3,IN-03,211103,211103
1994,IN,INDIANA,18,3,IN-03,131375,131375
1996,IN,INDIANA,18,3,IN-03,197312,197312
1998,IN,INDIANA,18,3,IN-03,145666,145666
2000,IN,INDIANA,18,3,IN-03,208315,208315
2002,IN,INDIANA,18,3,IN-03,146606,146606
2004,IN,INDIANA,18,3,IN-03,247621,247621
2006,IN,INDIANA,18,3,IN-03,175778,175778
2008,IN,INDIANA,18,3,IN-03,282879,282879
2010,IN,INDIANA,18,3,IN-03,185049,185049
2012,IN,INDIANA,18,3,IN-03,280235,280235
2014,IN,INDIANA,18,3,IN-03,148793,148793
2016,IN,INDIANA,18,3,IN-03,287247,287247
2018,IN,INDIANA,18,3,IN-03,245537,245537
2020,IN,INDIANA,18,3,IN-03,325751,325751
2022,IN,INDIANA,18,3,IN-03,201542,201542
2024,IN,INDIANA,18,3,IN-03,311539,311539
1976,IN,INDIANA,18,4,IN-04,198183,198183
1978,IN,INDIANA,18,4,IN-04,125117,125117
1980,IN,INDIANA,18,4,IN-04,198342,198342
1982,IN,INDIANA,18,4,IN-04,171198,171198
1984,IN,INDIANA,18,4,IN-04,213119,213119
1986,IN,INDIANA,18,4,IN-04,143572,143572
1988,IN,INDIANA,18,4,IN-04,213758,213758
1990,IN,INDIANA,18,4,IN-04,163762,163762
1992,IN,INDIANA,18,4,IN-04,217375,217375
1994,IN,INDIANA,18,4,IN-04,159819,159819
1996,IN,INDIANA,18,4,IN-04,207880,207880
1998,IN,INDIANA,18,4,IN-04,147957,147957
2000,IN,INDIANA,18,4,IN-04,210430,210430
2002,IN,INDIANA,18,4,IN-04,158008,158008
2004,IN,INDIANA,18,4,IN-04,274136,274136
2006,IN,INDIANA,18,4,IN-04,178043,178043
2008,IN,INDIANA,18,4,IN-04,321564,321564
2010,IN,INDIANA,18,4,IN-04,202322,202322
2012,IN,INDIANA,18,4,IN-04,272268,272268
2014,IN,INDIANA,18,4,IN-04,142054,142054
2016,IN,INDIANA,18,4,IN-04,299434,299434
2018,IN,INDIANA,18,4,IN-04,244363,244363
2020,IN,INDIANA,18,4,IN-04,338515,338515
2022,IN,INDIANA,18,4,IN-04,197698,197698
2024,IN,INDIANA,18,4,IN-04,323595,323595
1976,IN,INDIANA,18,5,IN-05,206001,206001
1978,IN,INDIANA,18,5,IN-05,140429,140429
1980,IN,INDIANA,18,5,IN-05,209852,209852
1982,IN,INDIANA,18,5,IN-05,172707,172707
1984,IN,INDIANA,18,5,IN-05,211355,211355
1986,IN,INDIANA,18,5,IN-05,157006,157006
1988,IN,INDIANA,18,5,IN-05,206403,206403
1990,IN,INDIANA,18,5,IN-05,153123,153123
1992,IN,INDIANA,18,5,IN-05,220465,220465
1994,IN,INDIANA,18,5,IN-05,159658,159658
1996,IN,INDIANA,18,5,IN-05,211111,211111
1998,IN,INDIANA,18,5,IN-05,162388,162388
2000,IN,INDIANA,18,5,IN-05,216985,216985
2002,IN,INDIANA,18,5,IN-05,179855,179855
2004,IN,INDIANA,18,5,IN-05,318363,318363
2006,IN,INDIANA,18,5,IN-05,204929,204929
2008,IN,INDIANA,18,5,IN-05,358062,358062
2010,IN,INDIANA,18,5,IN-05,236407,236407
2012,IN,INDIANA,18,5,IN-05,333359,333359
2014,IN,INDIANA,18,5,IN-05,161440,161440
2016,IN,INDIANA,18,5,IN-05,361135,361135
2018,IN,INDIANA,18,5,IN-05,317177,317177
2020,IN,INDIANA,18,5,IN-05,416226,416226
2022,IN,INDIANA,18,5,IN-05,240009,240009
2024,IN,INDIANA,18,5,IN-05,359204,359204
1976,IN,INDIANA,18,6,IN-06,192627,192627
1978,IN,INDIANA,18,6,IN-06,127282,127282
1980,IN,INDIANA,18,6,IN-06,197391,197391
1982,IN,INDIANA,18,6,IN-06,201864,201864
1984,IN,INDIANA,18,6,IN-06,245864,245864
1986,IN,INDIANA,18,6,IN-06,173165,173165
1988,IN,INDIANA,18,6,IN-06,263511,263511
1990,IN,INDIANA,18,6,IN-06,183494,183494
1992,IN,INDIANA,18,6,IN-06,258455,258455
1994,IN,INDIANA,18,6,IN-06,177691,177691
1996,IN,INDIANA,18,6,IN-06,257857,257857
1998,IN,INDIANA,18,6,IN-06,187827,187827
2000,IN,INDIANA,18,6,IN-06,283175,283175
2002,IN,INDIANA,18,6,IN-06,185653,185653
2004,IN,INDIANA,18,6,IN-06,272049,272049
2006,IN,INDIANA,18,6,IN-06,192078,192078
2008,IN,INDIANA,18,6,IN-06,282412,282412
2010,IN,INDIANA,18,6,IN-06,189309,189309
2012,IN,INDIANA,18,6,IN-06,275253,275253
2014,IN,INDIANA,18,6,IN-06,155071,155071
2016,IN,INDIANA,18,6,IN-06,296385,296385
2018,IN,INDIANA,18,6,IN-06,241726,241726
2020,IN,INDIANA,18,6,IN-06,328213,328213
2022,IN,INDIANA,18,6,IN-06,193524,193524
2024,IN,INDIANA,18,6,IN-06,314909,314909
1976,IN,INDIANA,18,7,IN-07,207360,207360
1978,IN,INDIANA,18,7,IN-07,154424,154424
